Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
DZZOM,https://www.crunchbase.com/organization/dzzom,Biotechnology,"Boston, Massachusetts, United States",DZZOM is provides targeted drug bio marker R&D cost and time efficient.,info@dzzom.com,,http://www.dzzom.com,,1,Seed,,2013-11-01,Seed,,"Biotechnology, Science and Engineering",Private
ChartITright,https://www.crunchbase.com/organization/chartitright,"Biotechnology, Health Care, Medical","Beaver Creek, Minnesota, United States","ChartITright II, LLC was incorporated in 2010 and is based in Beavercreek, Ohio.",,,,,1,Seed,"$600,000",2010-09-07,Seed,"$600,000","Biotechnology, Health Care, Science and Engineering",Private
ABEC,https://www.crunchbase.com/organization/abec-inc,Biotechnology,"Bethlehem, Pennsylvania, United States",ABEC has been a global leader in delivering integrated process solutions and services for manufacturing in the biopharmaceutical industry.,info@abec.com,(610)861-4666,http://www.abec.com,For Profit,1,Seed,,2016-09-15,Seed,,"Biotechnology, Science and Engineering",Private
Pathway Pharmaceuticals,https://www.crunchbase.com/organization/pathway-pharmaceuticals,Biotechnology,"Wan Chai, Hong Kong Island, Hong Kong",Pathway Pharmaceuticals ­is a high tech personalized medicine company.,demo@oncofinder.com,,http://pathwaypharmaceuticals.com,,2,Seed,,2015-08-25,Seed,,"Biotechnology, Science and Engineering",Private
InfraScan,https://www.crunchbase.com/organization/infrascan-2,"Biotechnology, Health Care, Medical","Philadelphia, Pennsylvania, United States",InfraScan is a medical device company.,info@infrascanner.com,(215) 387-6784,http://infrascanner.com/,For Profit,5,Seed,,2014-03-24,Seed,"$500,000","Biotechnology, Health Care, Science and Engineering",Private
SK biopharmaceuticals,https://www.crunchbase.com/organization/sk-biopharmaceuticals,Biotechnology,"Seoul, Seoul-t'ukpyolsi, South Korea",Specialty Pharmaceutical Company,,82 2 2121 0110,http://skbp.com,,1,Seed,,2012-03-03,Seed,,"Biotechnology, Science and Engineering",Private
bentekk GmbH,https://www.crunchbase.com/organization/bentekk-gmbh,"Biotechnology, Manufacturing, Renewable Energy","Hamburg, Hamburg, Germany",bentekk GmbH develops intelligent measuring systems for on-site analyses of contaminants.,info@bentekk.com,+494057136357,https://www.bentekk.com/en/,For Profit,1,M&A,,2016-04-27,Seed,,"Biotechnology, Energy, Manufacturing, Science and Engineering, Sustainability",Private
BioConnected,https://www.crunchbase.com/organization/bioconnected,"Biotechnology, Fitness, Personal Health","Sydney, New South Wales, Australia",BioConnected is an innovative biometric technology company.,support@bioconnected.com,,https://bioconnected.com/,For Profit,1,Seed,,2015-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering, Sports",Private
Abeome Corporation,https://www.crunchbase.com/organization/abeome-corporation,"Biotechnology, Medical, Therapeutics","Athens, Georgia, United States","Abeome is a antibody discovery company focused on selection, analysis and synthesis of monoclonal antibodies.",rick.shimkets@abeomecorp.com,7065830778,http://abeomecorp.com,For Profit,2,Seed,,2008-03-12,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Magellan Life Sciences ,https://www.crunchbase.com/organization/magellan-life-sciences-private-limited,"Biotechnology, Food and Beverage, Nutrition","Hyderabad, Andhra Pradesh, India",Biotechnology,abhiram.d@magellanlifesciences.com,+919000056134,http://www.magellanlifesciences.com,For Profit,1,Seed,,2017-12-22,Seed,,"Biotechnology, Food and Beverage, Health Care, Science and Engineering",Private
ConsilX,https://www.crunchbase.com/organization/consilx,"Biotechnology, Blockchain, Clinical Trials, Life Science, Pharmaceutical","Singapore, Central Region, Singapore",Clinical Trial Patient Management on BlockChain,info@consilx.com,,http://www.consilx.com,For Profit,1,Seed,,2017-06-05,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Cambridge Biolabs,https://www.crunchbase.com/organization/cambridge-biolabs,"Biotechnology, Cosmetics, Health Care","Cambridge, Cambridgeshire, United Kingdom",Biotech-meets-tech startup developing personalised skincare solutions,,,http://www.cambridge-biolabs.com,,1,Seed,,2016-09-01,Seed,,"Biotechnology, Consumer Goods, Health Care, Science and Engineering",Private
Allelica,https://www.crunchbase.com/organization/allelica,"Biopharma, Biotechnology, Life Science","Rome, Lazio, Italy",Allelica is a tailor-made nutritional and disease prevention plans using groundbreaking genomics technologies.,,,https://www.allelica.com/,For Profit,1,Seed,,2018-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Dynamis Pharmaceuticals,https://www.crunchbase.com/organization/dynamis-pharmaceuticals,Biotechnology,"Jenkintown, Pennsylvania, United States",Dynamis Pharmaceuticals is a biopharma company that is developing proprietary small molecule drugs to treat chronic inflammatory diseases.,egeimonen@dynamisscience.com,(215)376-5290,http://www.dynamis-therapeutics.com/,For Profit,1,Seed,,2004-01-15,Seed,,"Biotechnology, Science and Engineering",Private
Neurovation Labs,https://www.crunchbase.com/organization/neurovation-labs,"Biotechnology, Health Diagnostics, Therapeutics","New York, New York, United States","Neurovation Labs is a biotech company focused CNS disorders, starting first with Post-traumatic Stress Disorder (PTSD).",contact@neurovationlabs.com,,http://neurovationlabs.com/,,1,Seed,,2016-10-24,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Secant Therapeutics,https://www.crunchbase.com/organization/secant-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Basking Ridge, New Jersey, United States",Secant Therapeutics develops a percutaneous transcatheter direct plication annuloplasty (DPA) device.,,,,,1,Seed,"$150,000",2011-01-19,Seed,"$150,000","Biotechnology, Health Care, Science and Engineering",Private
Sayar Care,https://www.crunchbase.com/organization/sayar-care,"Beauty, Biotechnology, Consumer, E-Commerce, Men's, Personal Health, Sustainability, Wellness",,Keeping Men's Health Current,info@sayarcare.com,,https://sayarcare.com,For Profit,1,Seed,,2017-10-01,Seed,,"Biotechnology, Commerce and Shopping, Consumer Goods, Health Care, Science and Engineering, Sustainability",Private
SBS Scientific Biosolutions,https://www.crunchbase.com/organization/sbs-scientific-biosolutions,"Biotechnology, Natural Resources, Organic Food","Valley Cottage, New York, United States",SBS is specialized in production technologies of natural value-added food and cosmetic ingredients.,,(844) 727-0827,http://www.bee-and-you.com/,,1,Seed,,2015-12-09,Seed,,"Biotechnology, Food and Beverage, Natural Resources, Science and Engineering, Sustainability",Private
Regenesance,https://www.crunchbase.com/organization/regenesance,"Biotechnology, Medical Device, Therapeutics","Amsterdam, Noord-Holland, The Netherlands","Regenesance BV was founded in November, 2009 on ground breaking research from the Academic Medical Center (AMC) at the University of",contact@regenesance.com,31 20 566 5998,http://www.regenesance.com,,1,Seed,,2010-12-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Moirai Biodesign,https://www.crunchbase.com/organization/moirai-biodesign,Biotechnology,"Barcelona, Catalonia, Spain",Developing RNA technologies for diagnostics and therapeutics.,contact@moiraibiodesign.com,+353851498084,http://moiraibiodesign.com/,For Profit,1,Seed,,2016-05-13,Seed,,"Biotechnology, Science and Engineering",Private
Manyeta,https://www.crunchbase.com/organization/manyeta,Biotechnology,"Laval, Quebec, Canada",Manyeta is a leader in Home Telehealth with immediate access to 100M+ homes in the US via key partnership with Comcast.,info@manyeta.com,215-350-7707,http://www.manyeta.com,,1,Seed,,2011-06-23,Seed,,"Biotechnology, Science and Engineering",Private
ImmunotEGG,https://www.crunchbase.com/organization/immunotegg,"Biotechnology, Health Diagnostics","Santiago, Region Metropolitana, Chile",We develop fluorescently labeled antibodies for the diagnostics and life science research industries.,,,http://www.immunotegg.com,For Profit,1,Seed,"$40,000",2013-12-13,Seed,"$40,000","Biotechnology, Health Care, Science and Engineering",Private
Heart Genetics,https://www.crunchbase.com/organization/heart-genetics,"Biotechnology, Genetics, Medical, Medical Device","Arruda Dos Vinhos, Lisboa, Portugal",HeartGenetics genotyping technology is based on a DNA MICROCHIP that can include all genetic variants that have been proved to be the main,contact@heartgenetics.com,351 26 397 4652,http://www.heartgenetics.com,,1,Seed,,2013-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Qkine,https://www.crunchbase.com/organization/qkine,Biotechnology,"Cambridge, Massachusetts, United States",Qkine is a  manufacturer of high quality growth factors for use in stem cell science and regenerative medicine applications. ,info@qkine.com,,http://www.qkine.com,,1,Seed,,2018-05-02,Seed,,"Biotechnology, Science and Engineering",Private
ADS Biotechnology,https://www.crunchbase.com/organization/ads-biotechnology,"Biotechnology, Health Care, Life Science","Sylvania, Ohio, United States",Biotherapeutic for the treatment of hypoglycemic conditions.,,,,For Profit,1,Seed,"$250,000",2010-04-22,Seed,"$250,000","Biotechnology, Health Care, Science and Engineering",Private
Revolution Bioengineering,https://www.crunchbase.com/organization/revolution-bioengineering,Biotechnology,"Fort Collins, Colorado, United States",Building a more vibrant and stunning world with synthetic biology.,,773-742-6335,http://revolutionbio.co/,,1,Seed,,2014-09-09,Seed,,"Biotechnology, Science and Engineering",Private
Benthic Labs,https://www.crunchbase.com/organization/benthic-labs,Biotechnology,"San Diego, California, United States",Benthic Labs is a synthetic biology company focusing on the synthesis of a new biopolymer using natural filaments.,benthiclabs@gmail.com,1(202) 555-1212,http://benthiclabs.wordpress.com,For Profit,1,Seed,,2014-07-10,Seed,,"Biotechnology, Science and Engineering",Private
Daeki,https://www.crunchbase.com/organization/daekitech,"Biotechnology, Diabetes, Health Care, Health Diagnostics, Personal Health","Santiago, Region Metropolitana, Chile",Daeki,amanda@daekitech.com,+56981594978,http://www.daekitech.com,For Profit,1,Seed,,2017-12-22,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Cell Reserves,https://www.crunchbase.com/organization/cell-reserves,Biotechnology,"Ottawa, Ontario, Canada",Cell Reserves is a Canadian biopharmaceutical company developing a biomolecular shield for therapeutic molecules,,,http://www.cellreserves.com,For Profit,1,Seed,,2016-05-23,Seed,,"Biotechnology, Science and Engineering",Private
Modulation Therapeutics,https://www.crunchbase.com/organization/modulation-therapeutics,Biotechnology,"Tampa, Florida, United States",Modulation Therapeutics is a pharmaceutical company developing novel compounds for the treatment of multiple myeloma.,info@modulationtherapeutics.com,8137457264,http://www.modulationtherapeutics.com,,1,Seed,,2013-02-14,Seed,,"Biotechnology, Science and Engineering",Private
Prevnos,https://www.crunchbase.com/organization/prevnos,"Biotechnology, Energy Efficiency, Genetics, Health Care, Health Diagnostics","Jersey City, New Jersey, United States",Prevnos is a biotechnology company operating within the in vitro diagnostics sector,,,http://www.prevnos.com/,For Profit,1,Seed,,2016-03-15,Seed,,"Biotechnology, Energy, Health Care, Science and Engineering, Sustainability",Private
Bionaturis,https://www.crunchbase.com/organization/bionaturis,"Biopharma, Biotechnology, Manufacturing","Cadiz, Andalucia, Spain",Bionaturis is a private-owned specialty biopharmaceutical company that develops and manufactures a new generation of biopharmaceutical,info@bionaturis.com,34 856 81 84 24,http://www.bionaturis.com,For Profit,1,Seed,,2007-09-26,Seed,,"Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Natac,https://www.crunchbase.com/organization/natac,"Biotechnology, Nutrition, Organic Food","Madrid, Madrid, Spain",Become a worldwide reference company in quality of life improvement by applying the benefits of nature through scientific knowledge.,natac@natac.es,+34 918 276 470,http://www.natac.es,,1,Seed,,2010-06-08,Seed,,"Biotechnology, Food and Beverage, Health Care, Science and Engineering",Private
Farm Further,https://www.crunchbase.com/organization/farm-further,"Agriculture, Biotechnology, Food Processing, Information Technology",,Making better food for a better future. High quality food and sustainable growing practices is the bedrock of a healthy planet and society.,hello@farmfurther.com,(919)348-9270,http://www.farmfurther.com,For Profit,1,Seed,,2016-10-17,Seed,,"Agriculture and Farming, Biotechnology, Food and Beverage, Information Technology, Science and Engineering",Private
Luxbright AB,https://www.crunchbase.com/organization/luxbright-ab,"Biotechnology, Lighting, Manufacturing, Nanotechnology","Gothenburg, Vastra Gotaland, Sweden",Luxbright AB is a X-ray tube manufcaturer.,info@luxbright.com,+46 31 796 06 97,http://luxbright.com/,For Profit,1,Seed,,2013-01-01,Seed,,"Biotechnology, Hardware, Manufacturing, Science and Engineering",Private
Biolink,https://www.crunchbase.com/organization/biolink,"Biotechnology, Medical",,Biolink is a Biotechnology company.,,415-487-2470,http://www.bio-link.org,,1,Seed,,2016-09-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Fairway Medical Technologies,https://www.crunchbase.com/organization/fairway-medical-technologies,"Biotechnology, Health Care, Medical","Houston, Texas, United States","Fairway Medical Technologies designs, develops, manufactures, and commercializes medical devices and technologies.",,713-772-7867,http://www.fairwaymed.com/,For Profit,1,Seed,"$185,000",2008-06-16,Seed,"$185,000","Biotechnology, Health Care, Science and Engineering",Private
Protectimmun GmbH,https://www.crunchbase.com/organization/protectimmun-gmbh-2,Biotechnology,"Bochum, Nordrhein-Westfalen, Germany",Protectimmun iis focused on research and development of drugs especially in the field of allergic and chronic inflammatory diseases.,,49 234 369 167 14,http://www.protectimmun.de/,,1,Seed,,2011-05-04,Seed,,"Biotechnology, Science and Engineering",Private
LaserLeap Technologies,https://www.crunchbase.com/organization/laserleap,Biotechnology,"Coimbrã, Leiria, Portugal","LaserLeap Tecnhologies was established to address the need for a painless method to deliver medicines through the skin, and promote faster",,351 23 985 4489,http://www.laserleap.com,,1,Seed,,2013-11-14,Seed,,"Biotechnology, Science and Engineering",Private
VastCon,https://www.crunchbase.com/organization/vastcon,Biotechnology,"Winnipeg, Manitoba, Canada",VastCon Inc. is a biotech company developing early screening and diagnostics for cancer.,info@vastcon.ca,(204)416-8256,http://vastcon.ca/,For Profit,1,Seed,,2017-03-01,Seed,,"Biotechnology, Science and Engineering",Private
"Zorilla Research, LLC",https://www.crunchbase.com/organization/zorilla-research-llc,"Bioinformatics, Biotechnology","Kansas City, Missouri, United States","Zorilla Research, LLC is a Missouri-based company dedicated to driving innovation in software-based drug discovery.",,,http://www.zorillaresearch.com,,1,Seed,,2014-06-01,Seed,,"Biotechnology, Data and Analytics, Science and Engineering",Private
Tacere Therapeutics,https://www.crunchbase.com/organization/tacere-therapeutics,"Biotechnology, Genetics","San Jose, California, United States",Tacere Therapeutics develops therapies to identify and treat diseases.,info@tacerebio.com,(408)960-2205,http://www.tacerebio.com,For Profit,1,M&A,,2006-10-12,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Advanced Medical Innovations,https://www.crunchbase.com/organization/advanced-medical-innovations,"Biotechnology, Health Care, Medical Device","Chatsworth, California, United States",Health Care industry,sales@amiwelisten.com,8187019708,http://www.amiwelisten.com/index.php,,1,Seed,,2012-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
PERORA,https://www.crunchbase.com/organization/perora,"Biotechnology, Medical Device","Heidelberg, Baden-Wurttemberg, Germany","Perora is a biotechnology company that develops a polymer-based, fat-binding medical device for weight management and obesity treatment.",,49 06221 4344730,http://www.perora.com,For Profit,1,Seed,,2013-09-16,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Computomics GmbH,https://www.crunchbase.com/organization/computomics-gmbh,Biotechnology,"Tübingen, Baden-Wurttemberg, Germany",Computomics is a team of world-leading experts in plant research and bioinformatics,info@computomics.com,+4970715683995,http://www.computomics.com/,For Profit,1,Seed,,2015-10-27,Seed,,"Biotechnology, Science and Engineering",Private
Iasis Molecular,https://www.crunchbase.com/organization/iasis-molecular,Biotechnology,"Spokane, Washington, United States",Iasis Molecular is an antimicrobial solutions company developing technologies to fight the threat of antibiotic resistant bacteria.,,509-290-6873,http://www.iasismolecular.com/,For Profit,1,Seed,,2016-08-01,Seed,,"Biotechnology, Science and Engineering",Private
Caliber Infosolutions,https://www.crunchbase.com/organization/caliber-infosolutions,"Biotechnology, Pharmaceutical, Software","Pittsburgh, Pennsylvania, United States",Caliber - a Technology solution provider for Pharma and regulated industries.,info@caliberindia.com,412-770-1636,http://www.caliberinfosolutions.com,,1,Seed,,2009-02-17,Seed,,"Biotechnology, Health Care, Science and Engineering, Software",Private
Kytopen,https://www.crunchbase.com/organization/kytopen,"Biotechnology, Health Care, Life Science",,Kytopen develops technology that modifies microorganisms.,,,,,1,Seed,,2017-09-19,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
HAVAH Therapeutics,https://www.crunchbase.com/organization/havah-therapeutics-inc,"Biotechnology, Pharmaceutical","Palo Alto, California, United States","HAVAH Therapeutics is focused on developing better hormonal therapies to help millions of women lead longer, better lives.",hi@havahtherapeutics.com,(650)799-4635,http://havahtx.com,For Profit,1,Seed,"A$1,000,000",2006-10-01,Seed,"A$1,000,000","Biotechnology, Health Care, Science and Engineering",Private
T3 Pharmaceuticals,https://www.crunchbase.com/organization/t3-pharmaceuticals,"Biotechnology, Life Science, Therapeutics","Basel, Basel-Stadt, Switzerland",T3 Pharmaceuticals is to improve the lives of cancer patients with highly innovative treatments.,info@t3pharma.com,+410612672074,http://www.t3pharma.com,For Profit,1,Seed,,2016-11-29,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Peptineo,https://www.crunchbase.com/organization/peptineo,"Biotechnology, Pharmaceutical, Therapeutics","Albuquerque, New Mexico, United States",Nano-based therapeutics for existing and emerging diseases,,(855) 385-5246,http://www.peptineo.com,,1,Seed,,2014-08-05,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Biosync Technology,https://www.crunchbase.com/organization/biosync-technology,Biotechnology,"Kista, Stockholms Lan, Sweden",Biosync Technology is bringing life-changing impact through wearable bio-sensors.,,,http://biosynctechnology.com/,For Profit,1,Seed,,2014-11-01,Seed,,"Biotechnology, Science and Engineering",Private
HB Custom Media,https://www.crunchbase.com/organization/hb-custom-media,"Biotechnology, Life Science, Manufacturing","Bethlehem, Pennsylvania, United States","HB Custom Media Inc. (HBCM) is a supplier of custom tissue culture media, reagents, supplements.",info@hbcustommedia.com,(610)849-5059,http://hbcustommedia.com/,For Profit,1,Seed,,2014-09-01,Seed,,"Biotechnology, Manufacturing, Science and Engineering",Private
Dynacure,https://www.crunchbase.com/organization/dynacure,"Biotechnology, Life Science, Pharmaceutical","Illkirch, Alsace, France",Dynacure is a biotechnology company developing new treatments for patients affected by serious orphan disorders. ,info@dynacure.com,,https://www.dynacure.com/,,1,Seed,,2016-11-08,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Keclon,https://www.crunchbase.com/organization/keclon,Biotechnology,"Rosario, Cordoba, Argentina",Keclon es una empresa argentina de biotecnología dedicada al desarrollo de nuevas enzimas para la producción de aceites y biodiesel.,,54 3411 5330 4478,http://www.keclon.com,,1,Seed,,2012-03-19,Seed,,"Biotechnology, Science and Engineering",Private
Initio,https://www.crunchbase.com/organization/initio,Biotechnology,"Izmir, Izmir, Turkey",Biomedical Technology,contact@initiocell.com,+90 232 750 7304,http://initiocell.com,For Profit,1,Seed,,2018-03-08,Seed,,"Biotechnology, Science and Engineering",Private
Camstech,https://www.crunchbase.com/organization/camstech,"Biotechnology, Health Diagnostics, Medical","Daresbury, Halton, United Kingdom",Camstech develops novel sensing technology used for point-of-care diagnostics.,,,http://camstech.co.uk/,,1,Seed,,2018-03-07,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Quantagen Biotech,https://www.crunchbase.com/organization/quantagen-biotech,"Biotechnology, Health Care, Medical","Boca Raton, Florida, United States",Quantagen Biotech is a Florida-based biotechnology company that operates in the healthcare sector.,,,,,1,Seed,"$11,500",2010-10-19,Seed,"$11,500","Biotechnology, Health Care, Science and Engineering",Private
Uira BioenergEthic,https://www.crunchbase.com/organization/uira-bioenergethic,"Animal Feed, Biotechnology, Pharmaceutical","Manly, Queensland, Australia",Get your limited edition apparels now and support us to kickstart their venture.,info@uira.com.au,,http://uira.com.au/,For Profit,1,Seed,,2016-04-29,Seed,,"Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Private
Arlabion,https://www.crunchbase.com/organization/arlabion,"Agriculture, Biotechnology, Chemical","Manchester, Manchester, United Kingdom",Arlabion is an agri-tech company developing a novel seed treatment to protect crops against fungal infection.,ella.kalnina@arlabion.com,+ 44 (0)7597 389349,http://www.arlabion.com/,For Profit,1,Seed,,2016-01-01,Seed,,"Agriculture and Farming, Biotechnology, Science and Engineering",Private
Arcarios,https://www.crunchbase.com/organization/arcarios,Biotechnology,"Rotterdam, Zuid-Holland, The Netherlands",Arcarios combines Beneluxâ€™ best science in the field of bone and joint biology and was founded as a merger of TR-therapeutics and,info@arcarios.com,06 2054 3382,http://www.arcarios.com,For Profit,1,Seed,,2010-08-25,Seed,,"Biotechnology, Science and Engineering",Private
G and A Innovative Solutions,https://www.crunchbase.com/organization/g-and-a-innovative-solutions,"Biotechnology, Intellectual Property, Organic","Atlanta, Georgia, United States",Startup Company and we specialize in developing innovation eco-friendly agriculture products,ganda.innovative.solutions@gmail.com,,,For Profit,1,Seed,"$3,000",2015-08-06,Seed,"$3,000","Biotechnology, Professional Services, Science and Engineering, Sustainability",Private
Extinction Pharmaceuticals,https://www.crunchbase.com/organization/extinction-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","Williamsburg, Virginia, United States","Extinction Pharmaceuticals, Inc. is a drug development company with a proprietary and revolutionary therapeutic approach.",info@extinctionpharmaceuticals.com,757-320-2371,http://www.extinctionpharmaceuticals.com/,For Profit,1,Seed,,2011-03-15,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
New Horizon Biotech,https://www.crunchbase.com/organization/new-horizon-biotech,"Biopharma, Biotechnology, Pharmaceutical","Bethlehem, Pennsylvania, United States",New Horizon Biotech (NHB) produces a Single Use Horizontal Fermentation system (SUHF™) for improved operations of microbial fermentation.,info@newhorizonbiotech.com,,http://www.newhorizonbiotech.com,For Profit,1,Seed,,2017-06-13,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Luzitin,https://www.crunchbase.com/organization/luzitin,"Biotechnology, Health Care, Pharmaceutical","Coimbra, Coimbra, Portugal","Luzitin, S.A. is a pharmaceutical company focused on the pursuit of innovative solutions for photodynamic therapy (PDT) and photodiagnosis.",,+351239800300,http://www.luzitin.pt/,For Profit,1,Seed,,2010-12-07,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Cold Crate,https://www.crunchbase.com/organization/cold-crate,"Biotechnology, Logistics","Nashville, Tennessee, United States",Disruptive Biological Packaging,kumar@coldcrate.com,,http://www.coldcrate.com,For Profit,1,Seed,,2011-08-25,Seed,,"Biotechnology, Science and Engineering, Transportation",Private
RPM Sustainable Technologies,https://www.crunchbase.com/organization/rpm-sustainable-technologies,Biotechnology,"Guilford, Connecticut, United States",Chemical process development company,info@rpmst.com,203-981-9040,http://www.rpmst.com,,1,Seed,,2013-03-22,Seed,,"Biotechnology, Science and Engineering",Private
SeNostic,https://www.crunchbase.com/organization/senostic,Biotechnology,"Braunschweig, Niedersachsen, Germany","Biochemicals for neuroscience research, and in vitro diagnostic tests.",info@senostic.com,,http://www.senostic.com/index.php/en/,For Profit,1,Seed,,2016-01-25,Seed,,"Biotechnology, Science and Engineering",Private
Therapeutic Monitoring Systems Inc.,https://www.crunchbase.com/organization/therapeutic-monitoring-systems-inc,"Biotechnology, Medical, Therapeutics","Ottawa, Ontario, Canada",Therapeutic Monitoring Systems is a venture-funded company developing clinical decision support software for use in critical care medicine.,info@therapeuticmonitoring.com,613-368-4311,http://www.therapeuticmonitoring.com,,1,Seed,,2011-12-12,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Panoptes Pharma,https://www.crunchbase.com/organization/panoptes-pharma,Biotechnology,"Vienna, Wien, Austria",Developing innovative small molecule drugs to treat eye diseases with high unmet medical need.,info@panoptes-pharma.com,43 676 644 7510,http://www.panoptes-pharma.com/,For Profit,1,Seed,,2015-11-02,Seed,,"Biotechnology, Science and Engineering",Private
Aravax,https://www.crunchbase.com/organization/aravax,"Biotechnology, Health Care, Wellness","Melbourne, Victoria, Australia",Aravax is an early stage biotechnology company focused on developing the first safe and rapidly effective treatment for peanut allergy.,info@aravax.com.au,+610396570700,http://www.aravax.com.au/,For Profit,1,Seed,,2016-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Magenta Biolabs,https://www.crunchbase.com/organization/magenta-biolabs,Biotechnology,"Costa Rica, Mato Grosso do Sul, Brazil",Getting better as you get older.,,,http://magentabiolabs.com/,For Profit,1,Seed,,2016-04-27,Seed,,"Biotechnology, Science and Engineering",Private
Impedans,https://www.crunchbase.com/organization/impedans,"Bioinformatics, Biotechnology, Health Care","Dublin, Dublin, Ireland",Impedans Plasma Measurement to Understand and Control the Future.,,35318916519,http://www.impedans.com/,,1,Seed,,2015-01-01,Seed,,"Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
DLVR Therapeutics,https://www.crunchbase.com/organization/dlvr-therapeutics,Biotechnology,"Toronto, Ontario, Canada","DLVR Therapeutics is a biotechnology company co-founded by University Health Network, the Ontario Institute for Cancer Research and MaRS",info@dlvrtherapeutics.ca,,http://dlvrtherapeutics.ca,,1,Seed,,2011-10-24,Seed,,"Biotechnology, Science and Engineering",Private
XiGo Nanotools,https://www.crunchbase.com/organization/xigo-nanotools,Biotechnology,"Bethlehem, Pennsylvania, United States",XiGo Nanotools provides particle analysis solutions for the nanomaterials industry.,sales@xigonanotools.com,610-849-5090,http://www.xigonanotools.com,,5,Seed,,2014-05-01,Seed,,"Biotechnology, Science and Engineering",Private
Efflorus,https://www.crunchbase.com/organization/efflorus,Biotechnology,"Toronto, Ontario, Canada",Efflorus is working on producing high-value fragrance compounds from micro-organisms.,noreply@efflorus.com,,http://www.efflorus.com/,For Profit,1,Seed,,2015-04-17,Seed,,"Biotechnology, Science and Engineering",Private
Genome,https://www.crunchbase.com/organization/genome,"Biotechnology, Developer Platform, Genetics","Providence, Rhode Island, United States",Genome is a biotechnology company developing and commercializing DNA sequencing technology.,,,,,1,Seed,"$250,000",2007-09-26,Seed,"$250,000","Biotechnology, Health Care, Science and Engineering, Software",Private
Pump!,https://www.crunchbase.com/organization/pump,Biotechnology,"Santiago, Region Metropolitana, Chile",Lab equipment,,,,,1,Seed,"$40,000",2013-09-06,Seed,"$40,000","Biotechnology, Science and Engineering",Private
AmnioChor,https://www.crunchbase.com/organization/amniochor,Biotechnology,"Chicago, Illinois, United States",AmnioChor is a biotech company based in perinatal stem cell technology.,info@plurinatal.com,(312) 351-0520,http://www.amniochor.com/,For Profit,2,Seed,,2015-08-02,Seed,,"Biotechnology, Science and Engineering",Private
Trimph Industries,https://www.crunchbase.com/organization/trimph-industries,"Biotechnology, Health Diagnostics, Hospital, Medical","Sydney, New South Wales, Australia","Trimph Industries is a biomedical company that has developed a platform technology to repair bone, cartilage and connective tissues.",info@trimph.com.au,,http://www.trimph.com.au/,For Profit,1,Seed,,2016-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Laser Tissue Welding,https://www.crunchbase.com/organization/laser-tissue-welding,"Biopharma, Biotechnology, Medical","Humble, Texas, United States","Laser Tissue Welding, Inc. is a privately owned biotherapeutic company.",yasminwadia@lasertissuewelding.com,(713) 857-7294,http://www.lasertissuewelding.com/,For Profit,1,Seed,,2015-03-09,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Visionary Pharmaceuticals,https://www.crunchbase.com/organization/visionary-pharmaceuticals,Biotechnology,"San Diego, California, United States",Visionary Pharmaceuticals is a leading biotechnology company developing first-in-class drugs for unmet medical needs in Cancer and,gordon@visionarypharmaceuticals.com,8586230142,http://www.visionarypharmaceutical.com,,1,Seed,,2011-07-27,Seed,,"Biotechnology, Science and Engineering",Private
Tiaki Therapeutics,https://www.crunchbase.com/organization/tiaki-therapeutics,"Biotechnology, Life Science, Therapeutics","Cambridge, Massachusetts, United States",Tiaki Therapeutics is committed to developing microglia-targeted therapeutics for the treatment of dementias. ,,,http://www.tiakitherapeutics.com/,,1,Seed,,2018-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
