Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Aposense,https://www.crunchbase.com/organization/aposense,"Biotechnology, Health Care, Medical","Petah Tiqva, HaMerkaz, Israel","Aposense is a molecular imaging and drug development company, with a pipeline of products, based on its apoptosis-based technology.",info@aposense.com,972 3 239 7600,http://www.aposense.com,For Profit,3,IPO,"$3,000,000",2010-05-23,Venture - Series Unknown,"$22,300,000","Biotechnology, Health Care, Science and Engineering",Public
Stevia First,https://www.crunchbase.com/organization/stevia-first,Biotechnology,"Yuba City, California, United States",We are an agricultural biotechnology company focused initially on stevia.,info@steviafirst.com,(153) 023-1780,http://www.steviafirst.com/,For Profit,1,IPO,"$1,500,000",2014-10-02,Venture - Series Unknown,"$1,500,000","Biotechnology, Science and Engineering",Public
Tenet Healthcare Corporation,https://www.crunchbase.com/organization/tenet-healthcare-corporation,"Biotechnology, Health Care, Hospital","Dallas, Texas, United States",Tenet Healthcare Corporation is one of the largest investor-owned health care delivery systems in the nation.,,(469) 893-2000,http://tenethealth.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Universal Biosensors,https://www.crunchbase.com/organization/universal-biosensors,"Biotechnology, Health Care, Health Diagnostics","Melbourne, Victoria, Australia","Universal Biosensors is a medical diagnostics firm that researches, develops, and manufactures diagnostic test systems for POC and home use.",info@universalbiosensors.com,61 3 9213 9000,http://universalbiosensors.com,For Profit,1,IPO,"$985,095",2014-01-02,Post-IPO Debt,"$985,095","Biotechnology, Health Care, Science and Engineering",Public
Evolutionary Genomics,https://www.crunchbase.com/organization/evolutionary-genomics,"Biotechnology, Genetics","Lafayette, Colorado, United States",Evolutionary Genomics is a research company focusing on identification and validation of genes.,eghq@comcast.net,303-862-3222,http://www.evolgen.com,,2,IPO,"$1,500,000",2014-03-01,Post-IPO Equity,"$1,500,000","Biotechnology, Health Care, Science and Engineering",Public
Amarillo Biosciences,https://www.crunchbase.com/organization/amarillo-biosciences,"Biopharma, Biotechnology, Medical","Amarillo, Texas, United States",Amarillo Biosciences is a specialty biopharmaceutical company developing a patented formulation of interferon-alpha that's given orally in,ABI@amarbio.com,(806) 376-1741,http://amarbio.com,For Profit,2,IPO,"$600,000",2016-04-07,Debt Financing,"$600,000","Biotechnology, Health Care, Science and Engineering",Delisted
Islet Sciences,https://www.crunchbase.com/organization/islet-sciences,"Biotechnology, Health Care, Medical Device","Raleigh, North Carolina, United States",Islet Sciences develops a vialed suspension of micro-encapsulated porcine islets for injection into the abdominal cavity.,info@isletsciences.com,919.480.1518,http://isletsciences.com,,1,IPO,"$695,000",2014-02-25,Venture - Series Unknown,"$695,000","Biotechnology, Health Care, Science and Engineering",Public
LED Medical Diagnostics,https://www.crunchbase.com/organization/led-medical-diagnostics,"Biotechnology, Medical Device","Vancouver, British Columbia, Canada",LED Medical Diagnostics develops tissue fluorescence visualization technologies.,info@ledmd.com,(604)434-4614,http://ledmd.com,For Profit,8,IPO,"$499,196",2015-03-09,Post-IPO Equity,"$2,392,196","Biotechnology, Health Care, Science and Engineering",Public
Rasna Therapeutics,https://www.crunchbase.com/organization/rasna-therapeutics,Biotechnology,"New York, New York, United States",It is a development stage biotechnology company,INFO@RASNA.COM,+112123984627,http://rasna.com/HOME.html,For Profit,1,IPO,"$2,000,000",2016-12-27,Post-IPO Equity,"$2,000,000","Biotechnology, Science and Engineering",Public
Exelixis,https://www.crunchbase.com/organization/exelixis,"Biotechnology, Pharmaceutical","South San Francisco, California, United States","Exelixis works on discovering, developing, and commercializing therapies for the treatment of cancer.",,6508378300,http://www.exelixis.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Otsuka Pharmaceutical,https://www.crunchbase.com/organization/otsuka-pharmaceutical,"Biotechnology, Health Care, Pharmaceutical","Tokyo, Tokyo, Japan","Otsuka Pharmaceutical was established in Tokushima Prefecture, Japan in 1964. At Otsuka Pharmaceutical, we are committed to a holistic",pr-nc@otsuka.jp,81 3 6717 1400,http://www.otsuka.com/en/,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Advanced Medical Isotope,https://www.crunchbase.com/organization/advanced-medical-isotope,"Biotechnology, Medical Device","Kennewick, Washington, United States",AMIC develops manufacturing equipments for the production of medical isotopes used in diagnosis and treatment of diseases.,info@isotopeworld.com,(509)736-4000,http://www.isotopeworld.com,For Profit,3,IPO,"$300,000",2013-05-03,Post-IPO Equity,"$875,000","Biotechnology, Health Care, Science and Engineering",Public
IntelliCell™ BioSciences,https://www.crunchbase.com/organization/intellicell-biosciences,"Biotechnology, Life Science, Medical","New York, New York, United States",IntelliCell BioSciences develops regenerative medicine that prevents and cures age related diseases.,info@intellicellbiosciences.com,12122493050,http://intellicellbiosciences.com,For Profit,3,IPO,"$375,000",2012-12-03,Venture - Series Unknown,"$3,190,000","Biotechnology, Health Care, Science and Engineering",Public
Cell Source,https://www.crunchbase.com/organization/cell-source,"Biotechnology, Developer Platform, Medical","Tel Aviv, Tel Aviv, Israel",Cell Source focuses on developing cell therapy treatments based on the management of immune tolerance.,,+97235621755,http://cell-source.com,For Profit,2,IPO,"$145,000",2015-07-28,Convertible Note,"$645,000","Biotechnology, Health Care, Science and Engineering, Software",Public
Trimel Pharmaceuticals,https://www.crunchbase.com/organization/trimel-pharmaceuticals,"Biotechnology, Health Care, Medical","Mississauga, Ontario, Canada","Trimel Pharmaceuticals develops medications for male hypogonadism, female sexual dysfunction, and various respiratory disorders.",hr@aceruspharma.com,416-679-0771,http://trimelpharmaceuticals.com,,3,IPO,"$2,000,000",2016-05-05,Venture - Series Unknown,"$14,631,268","Biotechnology, Health Care, Science and Engineering",Public
NanoAntibiotics,https://www.crunchbase.com/organization/nanoantibiotics,"Biotechnology, Health Care, Wellness","Miami Beach, Florida, United States","Nano Antibiotics discovers, develops and commercializes antibiotics to seek and destroy multi-drug resistant bacteria.",info@biovieinc.com,3055154118,http://nanoantibiotics.com,,1,IPO,"$500,000",2013-07-02,Seed,"$500,000","Biotechnology, Health Care, Science and Engineering",Public
Dentsply Sirona,https://www.crunchbase.com/organization/dentsply-international,"Biotechnology, Dental, Health Care","York Haven, Pennsylvania, United States","DENTSPLY's broad global product platform helps dental professionals serve patients' oral health care for a lifetime, from preventive",webmaster@dentsply.com,7178494754,http://dentsply.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Advanced Biomedical Technologies,https://www.crunchbase.com/organization/advanced-biomedical-technologies,"Biotechnology, Medical, Pharmaceutical","Middletown, New York, United States","Advanced Biomedical Technologies develops self-reinforced polyamide screws, rods, and binding wires for fixation on human fractured bones.",info@advbiomed.com,800-777-7170,http://www.advbiomed.com,For Profit,3,IPO,"$100,000",2017-05-02,Venture - Series Unknown,"$805,250","Biotechnology, Health Care, Science and Engineering",Public
Clean TeQ,https://www.crunchbase.com/organization/clean-teq,Biotechnology,"Notting Hill, Victoria, Australia","Clean TeQ was founded in 1990, to provide air pollution control solutions, primarily using biotechnology-based processe",info@cleanteq.com,(397) 976-700_,http://cleanteq.com,For Profit,1,IPO,"$1,300,000",2014-09-18,Post-IPO Equity,"$1,300,000","Biotechnology, Science and Engineering",Public
Biota Holdings,https://www.crunchbase.com/organization/biota-holdings,"Biotechnology, Life Science, Pharmaceutical","Notting Hill, Victoria, Australia","Biota Holdings is engaged in anti-infective drug discovery, development, and commercialization, with capabilities in respiratory diseases.",info@aviragentherapeutics.com,678-221-3343,http://www.biota.com.au,,1,IPO,"$423,000",2010-04-27,Venture - Series Unknown,"$423,000","Biotechnology, Health Care, Science and Engineering",Public
Stericycle,https://www.crunchbase.com/organization/stericycle,"Biotechnology, Pharmaceutical, Therapeutics","Lake Forest, Illinois, United States","Stericycle provides solutions that protect people and brands, promote health, and safeguard the environment.",investor@stericycle.com,1(847)367-5910,http://www.stericycle.com,For Profit,1,IPO,"$7,100,000",1989-04-04,Seed,"$7,100,000","Biotechnology, Health Care, Science and Engineering",Public
Winston Pharmaceuticals,https://www.crunchbase.com/organization/winston-pharmaceuticals,Biotechnology,"Vernon Hills, Illinois, United States",Winston Pharmaceuticals is engaged in the development of pain management products.,info@winstonlabs.com,8473628394,http://www.winstonlabs.com,,1,IPO,"$375,000",2012-04-09,Grant,"$375,000","Biotechnology, Science and Engineering",Public
Integrated BioPharma,https://www.crunchbase.com/organization/integrated-biopharma,"Biopharma, Biotechnology, Therapeutics","Hillside, New Jersey, United States",Integrated BioPharma produces nutritional supplements and naturally-occurring chemotherapeutic and anti-cancer agents.,c.alseika@chemintl.com,973-926-0816,http://healthproductscorp.us,,1,IPO,"$5,350,000",2012-07-12,Debt Financing,"$5,350,000","Biotechnology, Health Care, Science and Engineering",Public
Biostar Pharmaceuticals,https://www.crunchbase.com/organization/biostar-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","Xianyang, Shaanxi, China","Biostar Pharmaceuticals, Inc. engages in the development, manufacture, and marketing of over-the-counter (OTC) and prescription",,+86 29 3368 6638,http://www.biostarpharmaceuticals.com,,1,IPO,"$3,605,000",2009-11-13,Venture - Series Unknown,"$3,605,000","Biotechnology, Health Care, Science and Engineering",Public
Sirona Biochem,https://www.crunchbase.com/organization/sirona-biochem,"Biotechnology, Diabetes, Therapeutics","Vancouver, British Columbia, Canada","Sirona Biochem is a biotechnology company developing diabetes therapeutics, as well as skin depigmenting and anti-aging agents.",info@sironabiochem.com,(604)641-4466,http://sironabiochem.com,For Profit,2,IPO,"$665,360",2017-02-03,Convertible Note,"$689,655","Biotechnology, Health Care, Science and Engineering",Public
Glenmark Pharmaceuticals,https://www.crunchbase.com/organization/glenmark,Biotechnology,"Mumbai, Maharashtra, India","Glenmark Pharmaceuticals Ltd. (GPL) is a research-driven, global, integrated pharmaceutical company headquartered at Mumbai, India.",india_marketing@glenmarkpharma.com,+91 22 4018 9999,http://www.glenmarkpharma.com,,1,IPO,"$48,000,000",2002-07-01,Private Equity,"$48,000,000","Biotechnology, Science and Engineering",Public
Mallinckrodt,https://www.crunchbase.com/organization/mallinckrodt,Biotechnology,"St Louis, Missouri, United States","Their evolution as a company starts now, and they are poised for an exciting future. Their core strengths provide the impetus for future",rick.hoyt@mallinckrodt.com,+1 314-654-2000,http://mallinckrodt.com,For Profit,,IPO,,,,,"Biotechnology, Science and Engineering",Public
"Shanghai Fosun Pharmaceutical (Group) Co.,Ltd",https://www.crunchbase.com/organization/shanghai-fosun-pharmaceutical,"Biotechnology, Health Care, Pharmaceutical","Shanghai, Shanghai, China",Shanghai Fosun Pharmaceutical a leading healthcare company in China.,int@fosunpharma.com,+862133987000,http://www.fosunpharma.com/,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Accentia Biopharmaceuticals Inc,https://www.crunchbase.com/organization/accentia-biopharmaceuticals-inc,"Biotechnology, Health Care, Pharmaceutical","Tampa, Florida, United States","Accentia Biopharmaceuticals discovers, develops and commercializes immunotherapies to treat autoimmune-related diseases and cancer.",,813-864-2554,http://accentia.net,,2,IPO,"$375,000",2013-06-25,Venture - Series Unknown,"$775,000","Biotechnology, Health Care, Science and Engineering",Public
Suda,https://www.crunchbase.com/organization/suda,"Biotechnology, Lifestyle, Pharmaceutical","Osborne, New South Wales, Australia",Suda is focused on oromucosal drug delivery technology to develop pharmaceuticals that improve the health and lifestyle of patients.,,61 8 6142 5555,http://sudaltd.com.au,For Profit,1,IPO,"$5,600,000",2013-11-13,Post-IPO Equity,"$5,600,000","Biotechnology, Community and Lifestyle, Health Care, Science and Engineering",Public
Magellan Health Services,https://www.crunchbase.com/organization/magellan-health-services,"Biotechnology, Health Care, Hospital","Avon, Connecticut, United States",Magellan Health Services is a healthcare management organization that focuses on managing behavioral healthcare and diagnostic imaging.,BHSales@MagellanHealth.com,1(800)642-7820,http://magellanhealth.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Arch Biopartners,https://www.crunchbase.com/organization/arch-biopartners,"Biopharma, Biotechnology, Medical","Toronto, Ontario, Canada","Arch Biopartners Inc., a biotechnology company, focuses on acquiring and developing products and technology for sale to pharmaceutical and",info@archbiopartners.com,(647) 428–7031,http://archbiopartners.com,,3,IPO,"$265,000",2015-01-22,Post-IPO Equity,"$560,519","Biotechnology, Health Care, Science and Engineering",Public
Oxford BioMedica,https://www.crunchbase.com/organization/oxford-biomedica,"Biotechnology, Genetics, Therapeutics","Oxford, Oxfordshire, United Kingdom","Oxford BioMedica is a pioneer of gene and cell therapy, with a leading industry position in lentiviral vector and cell therapy research.",enquiries@oxfordbiomedica.co.uk,+4401865783000,http://www.oxfordbiomedica.co.uk/,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
ScripsAmerica,https://www.crunchbase.com/organization/scripsamerica,"Biotechnology, Medical, Pharmaceutical","Washington, District of Columbia, United States","ScripsAmerica distributes pharmaceutical products, including pain, arthritis, prenatal, urinary, and hormonal replacement drugs.",bob@scripsamerica.com,12154052650,http://scripsamerica.com,,2,IPO,"$4,000,000",2014-12-10,Debt Financing,"$4,200,537","Biotechnology, Health Care, Science and Engineering",Public
Novozymes,https://www.crunchbase.com/organization/novozymes,"Biotechnology, Innovation Management","Bagsværd, Hovedstaden, Denmark",Novozymes is the world leader in bioinnovation.,swm@novozymes.com,5307580839,http://novozymes.com/en/Pages/default.aspx#,For Profit,,IPO,,,,,"Biotechnology, Science and Engineering",Public
Medifocus,https://www.crunchbase.com/organization/medifocus,Biotechnology,"Columbia, Maryland, United States","Medifocus develops minimally-invasive treatment systems for the treatment of cancerous and benign tumors, as well as enlarged prostates.",jmon@medifocusinc.com,14102907255,http://medifocusinc.com,For Profit,2,IPO,"$2,000,000",2014-03-11,Post-IPO Debt,"$5,500,000","Biotechnology, Science and Engineering",Public
AMDL,https://www.crunchbase.com/organization/amdl,"Biotechnology, Cosmetics, Nutrition","Tustin, California, United States","AMDL is a biopharmaceutical company engaged in the development of diagnostic, pharmaceutical, nutritional supplement, and cosmetic products.",enquiry@amdlcorp.com,800 103 1100,http://www.amdlcorp.com,For Profit,1,IPO,"$1,327,250",2009-05-04,Post-IPO Debt,"$1,327,250","Biotechnology, Consumer Goods, Health Care, Science and Engineering",Public
Anadys,https://www.crunchbase.com/organization/anadys,"Biopharma, Biotechnology, Clinical Trials","San Diego, California, United States","Anadys Pharmaceuticals, a biopharmaceutical company, develops medicines for the treatment of hepatitis C.",,,http://www.anadyspharma.com,For Profit,1,IPO,"$17,500,000",2009-06-04,Venture - Series Unknown,"$17,500,000","Biotechnology, Health Care, Science and Engineering",Public
Anika Therapeutics,https://www.crunchbase.com/organization/anika-therapeutics,"Biotechnology, Manufacturing, Therapeutics","Bedford, Massachusetts, United States","Anika Therapeutics, Inc. develops, manufactures, and commercializes therapeutic products for tissue protection, healing, and repair. Its",contact@anikatherapeutics.com,781-457-9000,http://www.anikatherapeutics.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
Orion Health,https://www.crunchbase.com/organization/orion-health,"Biotechnology, Health Care, Information Technology, Software","Auckland, Auckland, New Zealand","Orion Health is an award winning, global healthcare software company that develops creative and modern solutions.",,,http://www.orionhealth.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Information Technology, Science and Engineering, Software",Public
Deltagen,https://www.crunchbase.com/organization/deltagen,"Biotechnology, Pharmaceutical","San Mateo, California, United States",Deltagen provides drug discovery tools and services for the biopharmaceutical industry and academic research community in the United States.,deltaone@deltagen.com,(650)345-7601,http://www.deltagen.com,For Profit,1,IPO,"$1,500,000",2009-12-21,Venture - Series Unknown,"$1,500,000","Biotechnology, Health Care, Science and Engineering",Public
Cochlear,https://www.crunchbase.com/organization/cochlear,"Biotechnology, Health Care, Medical Device","Sydney, New South Wales, Australia",Cochlear Limited is the leading global expert in implantable hearing solutions.,,+61294286555,http://www.cochlear.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
PureTech Health,https://www.crunchbase.com/organization/puretech-ventures,"Biotechnology, Finance","Boston, Massachusetts, United States",PureTech Health is a bio pharma company and pushes the boundaries of medicine and changing and converging healthcare ecosystem.,info@puretechhealth.com,(617) 482-2333,http://puretechhealth.com/,,,IPO,,,,,"Biotechnology, Financial Services, Science and Engineering",Public
Luye Pharma,https://www.crunchbase.com/organization/luye-pharma,"Biotechnology, Manufacturing, Pharmaceutical","Shanghai, Shanghai, China",Luye Pharma Group is a leading specialty pharmaceutical company based on research and development.,,86 53 5671 7618,http://luye.cn,,,IPO,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
Lixte Biotechnology Holdings,https://www.crunchbase.com/organization/lixte-biotechnology-holdings,"Biotechnology, Health Care, Pharmaceutical","East Setauket, New York, United States","Lixte Biotechnology Holdings, a clinical-stage pharmaceutical company, focuses on discovering drugs for more effective cancer treatments.",eforman@lixte.com,(631) 830-7092,http://www.lixte.com,,1,IPO,"$1,787,500",2010-01-27,Venture - Series Unknown,"$1,787,500","Biotechnology, Health Care, Science and Engineering",Public
SOHM,https://www.crunchbase.com/organization/sohm,"Biotechnology, Medical, Pharmaceutical","Buena Park, California, United States",Sohm is a generic pharmaceutical manufacturer that produces and markets generic drugs for all the major treatment categories.,info@sohm.com,17145234329,http://www.sohm.com/,,1,IPO,"$95,000",2012-06-13,Venture - Series Unknown,"$95,000","Biotechnology, Health Care, Science and Engineering",Public
United Therapeutics,https://www.crunchbase.com/organization/united-therapeutics-unither,"Biotechnology, Pharmaceutical, Therapeutics","Silver Spring, Maryland, United States",United Therapeutics Corporation is a biotechnology company focused on the development and commercialization of unique products.,,(301) 608-9292,http://www.unither.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Biocon,https://www.crunchbase.com/organization/biocon,"Biopharma, Biotechnology, Medical","Bangalore, Karnataka, India","Biocon is a healthcare and technology, company focused on biotechnology.",contact.us@biocon.com,+91 80 2808 2808,http://www.biocon.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
LANXESS,https://www.crunchbase.com/organization/lanxess,"Biotechnology, Chemical","Cologne, Nordrhein-Westfalen, Germany",LANXESS is a specialty chemicals company.,jobs.uk@lanxess.com,+81 3 5293 8000,http://lanxess.com/en/corporate/home,,,IPO,,,,,"Biotechnology, Science and Engineering",Public
Natus Medical,https://www.crunchbase.com/organization/natus-medical,Biotechnology,"San Carlos, California, United States","Natus is a leading provider of healthcare products used for the screening, detection, treatment, monitoring and tracking of common medical",info.europe@natus.com,6508028680,http://www.natus.com,,,IPO,,,,,"Biotechnology, Science and Engineering",Public
Grifols,https://www.crunchbase.com/organization/grifols,"Biotechnology, Health Diagnostics","Barcelona, Catalonia, Spain","Grifols, S.A., together with its subsidiaries, engages in the research, development, manufacture, and marketing of plasma derivatives.",,(349) 357-1220,http://www.grifols.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
NantKwest,https://www.crunchbase.com/organization/nantkwest,"Biotechnology, Health Care, Pharmaceutical","San Diego, California, United States",NantKwest is a clinical-stage immunotherapy company focused on harnessing the immune system to treat disease,contact@conkwest.com,(858)633-0300,http://nantkwest.com/,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Premier Biomedical,https://www.crunchbase.com/organization/premier-biomedical,"Biotechnology, Developer Platform, Medical","Port Richey, Florida, United States","Premier Biomedical, a research-based firm, develops medical products for Alzheimer’s disease, traumatic brain injury, and more.",info@premierbiomedical.com,814 786 8849,http://www.premierbiomedical.com,For Profit,2,IPO,"$525,000",2015-12-30,Debt Financing,"$582,000","Biotechnology, Health Care, Science and Engineering, Software",Public
UV Flu Technologies,https://www.crunchbase.com/organization/uv-flu-technologies,"Biotechnology, Consumer Electronics, Medical Device","Yarmouth Port, Massachusetts, United States","UV Flu Technologies is engaged in the research, development, and sale of air purification systems and products.",info@uvflutech.com,508-362-5455,http://www.uvflutech.com,,1,IPO,"$254,117",2010-01-20,Venture - Series Unknown,"$254,117","Biotechnology, Consumer Electronics, Hardware, Health Care, Science and Engineering",Public
AMAG Pharmaceuticals,https://www.crunchbase.com/organization/amag-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical","Lexington, Massachusetts, United States","AMAG Pharmaceuticals, Inc. is a biopharmaceutical company, which utilizes the technology for the development and commercialization of a",contactus@amagpharma.com,6179022368,http://www.amagpharma.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Invo Bioscience,https://www.crunchbase.com/organization/invo-bioscience,"Biotechnology, Health Care, Medical Device","Medford, Massachusetts, United States","INVO Bioscience is a medical device company founded by Claude Ranoux, MD, MS, a noted expert in the field of reproductive health,",info@invobioscience.com,978-878-9505,http://invobioscience.com,For Profit,1,IPO,"$545,000",2009-10-14,Debt Financing,"$545,000","Biotechnology, Health Care, Science and Engineering",Public
CardioGenics,https://www.crunchbase.com/organization/cardiogenics,"Biotechnology, Health Diagnostics, Medical","Çan, Canakkale, Turkey",CardioGenics develops sensitive diagnostic test products to the IVD market.,info@cardiogenics.com,19056739865,http://cardiogenics.com,,2,IPO,"$1,915,575",2011-02-09,Venture - Series Unknown,"$4,630,575","Biotechnology, Health Care, Science and Engineering",Public
Hypertension Diagnostics,https://www.crunchbase.com/organization/hypertension-diagnostics,"Biotechnology, Health Diagnostics","Eagan, Minnesota, United States",Hypertension Diagnostics designs and manufactures non-invasive medical devices that detect subtle changes in the elasticity of arteries.,info@cvchd.com,19525452795,http://hypertensiondiagnostics.com,,1,IPO,"$833,600",2012-03-12,Debt Financing,"$833,600","Biotechnology, Health Care, Science and Engineering",Public
Streamline Health,https://www.crunchbase.com/organization/streamline-health,"Biotechnology, Health Care, Medical, Software","Atlanta, Georgia, United States","Streamline Health Solutions, Inc. is a healthcare industry leader in capturing, aggregating and translating enterprise data into knowledge.",solutions@streamlinehealth.net,888-99-STREAM,http://www.streamlinehealth.net,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering, Software",Public
Luminex,https://www.crunchbase.com/organization/luminex,"Biotechnology, DSP, Health Diagnostics","Austin, Texas, United States","Luminex Corporation (Luminex) develops, manufactures and sells biological testing technologies and products with applications throughout",info@luminexcorp.com,5122197692,http://www.luminexcorp.com,,,IPO,,,,,"Biotechnology, Hardware, Health Care, Science and Engineering",Public
Lupin,https://www.crunchbase.com/organization/lupin,"Biotechnology, Pharmaceutical","Mumbai, Maharashtra, India","Headquartered in Mumbai, India, Lupin Limited is an innovation led transnational pharmaceutical company producing a wide range of generic",corporateoffice@lupinworld.com,+912266402222,http://www.lupinworld.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Bio-Matrix Scientific Group,https://www.crunchbase.com/organization/bio-matrix-scientific-group,"Biotechnology, Enterprise Applications, Medical","La Mesa, California, United States","Bio-Matrix Scientific Group is engaged in the research, design and development of regenerative medical applications.",,(619) 702-1404,http://www.regenbiopharma.com,For Profit,1,IPO,"$50,000",2011-12-15,Debt Financing,"$50,000","Apps, Biotechnology, Health Care, Science and Engineering, Software",Public
Avalon Pharmaceuticals,https://www.crunchbase.com/organization/avalon-pharmaceuticals,"Biotechnology, Clinical Trials, Health Care","Germantown, Maryland, United States","As of May 28, 2009, Avalon Pharmaceuticals, Inc. was acquired by Clinical Data, Inc. Avalon Pharmaceuticals, Inc., a biopharmaceutical",,301-556-9900,http://www.avalonpharma.com,,1,IPO,"$237,338",2008-10-27,Venture - Series Unknown,"$237,338","Biotechnology, Health Care, Science and Engineering",Public
ICON plc,https://www.crunchbase.com/organization/icon-plc,"Biopharma, Biotechnology, Medical, Pharmaceutical","Dublin, Dublin, Ireland","ICON is a global provider of outsourced drug development services to biopharma, medical device, biosimilar and generic organizations.",webmaster@iconplc.com,+353 1 291 2000,http://iconplc.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Cabot Corporation,https://www.crunchbase.com/organization/cabot-corporation,Biotechnology,"Boston, Massachusetts, United States","Cabot Corporation is a global performance materials company, headquartered in Boston, Massachusetts.",,6173426208,http://www.cabot-corp.com,,,IPO,,,,,"Biotechnology, Science and Engineering",Public
CardioNet,https://www.crunchbase.com/organization/cardionet,"Biotechnology, Health Care, Medical Device","Conshohocken, Pennsylvania, United States",CardioNet provides real-time ambulatory outpatient management solutions to monitor clinical information of people.,info@cardionet.com,(888) 312-2328,http://www.cardionet.com,For Profit,4,IPO,"$110,000,000",2007-03-26,Series E,"$139,900,000","Biotechnology, Health Care, Science and Engineering",Public
Health Discovery,https://www.crunchbase.com/organization/health-discovery,"Analytics, Biotechnology, Medical","Savannah, Georgia, United States",Health Discovery Corporation operates as a pattern recognition company that uses mathematical techniques to analyze large amounts of data,info@healthdiscoverycorp.com,678-336-5300,http://www.healthdiscoverycorp.com,,1,IPO,"$475,000",2009-04-08,Venture - Series Unknown,"$475,000","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Public
Herborium Group,https://www.crunchbase.com/organization/herborium-group,"Biotechnology, Medical, Pharmaceutical","Teaneck, New Jersey, United States",Herborium Group is a botanical therapeutics company that develops licenses and markets proprietary and botanical-based medicinal products.,CustomerService@Herborium.com,201.849.4431,http://herborium.com,,1,IPO,"$25,000",2011-11-14,Venture - Series Unknown,"$25,000","Biotechnology, Health Care, Science and Engineering",Public
Impax Laboratories,https://www.crunchbase.com/organization/impax-laboratories,"Biotechnology, Health Diagnostics, Pharmaceutical","Hayward, California, United States","Impax Laboratories, Inc. is a technology-based, specialty pharmaceutical company. The Company is focused on the development and",cs@impaxlabs.com,2155584333,http://www.impaxlabs.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
ProUroCare Medical,https://www.crunchbase.com/organization/prourocare-medical,"Biotechnology, Health Care, Life Science","Eden Prairie, Minnesota, United States",ProUroCare Medical develops devices for the detection and characterization of prostate diseases.,,19526984499,http://www.prourocare.com,For Profit,5,IPO,"$200,000",2013-11-05,Convertible Note,"$1,350,000","Biotechnology, Health Care, Science and Engineering",Public
Takara Bio,https://www.crunchbase.com/organization/takara-bio,"Biotechnology, Genetics, Health Care","Kusatsu, Gumma, Japan",Takara Bio is a committed to improving the human condition through biotechnology.,,81 77 543 7200,http://www.takara-bio.com/,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Aurobindo Pharma,https://www.crunchbase.com/organization/aurobindo-pharma,"Biotechnology, Pharmaceutical","Hyderabad, Andhra Pradesh, India",Aurobindo Pharma is an integrated pharma company.,info@aurobindo.com,91 40 2373 6370,http://aurobindo.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Tecan Group,https://www.crunchbase.com/organization/tecan-group,Biotechnology,"Männedorf, Zurich, Switzerland",Tecan is a global provider of automated laboratory instruments and solutions.,info@tecan.com,+41 44 922 81 11,http://www.tecan.com,For Profit,,IPO,,,,,"Biotechnology, Science and Engineering",Public
Nanobiotix,https://www.crunchbase.com/organization/nanobiotix,"Biotechnology, Health Care, Therapeutics","Paris, Ile-de-France, France",Nanobiotix is a nanomedicine company developing novel therapeutics for the local treatment of cancer.,,+33140260755,http://www.nanobiotix.com,For Profit,2,IPO,"€2,800,000",2013-07-04,Grant,"$14,621,009","Biotechnology, Health Care, Science and Engineering",Public
Sanofi Aventis,https://www.crunchbase.com/organization/sanofi-aventis,"Biotechnology, Life Science, Pharmaceutical","Paris, Ile-de-France, France",Sanofi Aventis is a pharmaceutical company.,,+41 22 989 01 47,http://en.sanofi-aventis.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Delisted
